,Title,Artist,Artist_followers,Track_number,Tracks_in_album,danceability,energy,key,loudness,mode,speechiness,acoustics,instrumentalness,liveliness,valence,tempo,duration_ms,time_signature,Explicit_false,Explicit_true,album,compilation,single,bolero,boy band,country,dance/electronic,else,funk,hip hop,house,indie,jazz,k-pop,latin,metal,opm,pop,r&b/soul,rap,reggae,reggaeton,rock,trap,Top10_dummy,Top50_dummy
85019,aries,Gorillaz - Peter Hook - Georgia,6111598,1,1,0.611,0.667,2,-7.801,1,0.0342,0.0175,0.0844,0.241,0.793,119.996,253333,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85022,lost,Chance the Rapper - Noname,5045736,6,14,0.667,0.428,6,-8.911,0,0.264,0.245,0.0,0.144,0.449,119.599,184562,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
85023,my stress,NF,4425041,4,20,0.653,0.796,7,-4.05,0,0.245,0.24,0.0,0.108,0.405,160.026,252712,4,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85024,no such thing as a broken heart,Old Dominion,878472,1,1,0.655,0.785,8,-4.022,1,0.0697,0.279,0.0,0.116,0.933,171.969,178840,4,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85026,savage time,Big Sean - Metro Boomin,7838718,6,10,0.508,0.496,1,-9.514,1,0.348,0.184,0.0,0.333,0.237,147.007,335333,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85027,freestyle,Lil Baby,5372519,13,16,0.877,0.517,2,-5.426,0,0.0706,0.217,0.0,0.143,0.255,119.996,162053,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85028,life is beautiful,Lil Peep,5305740,1,1,0.533,0.638,10,-9.411,1,0.0636,0.0385,0.000932,0.0758,0.324,135.056,207587,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
85037,say na,Moneybagg Yo - J. Cole,1664895,2,15,0.795,0.845,1,-5.068,1,0.279,0.0337,0.0,0.0947,0.427,159.034,160481,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85038,big fish,Vince Staples,1209759,2,12,0.898,0.547,3,-5.707,0,0.313,0.484,1.04e-05,0.37,0.763,100.01,198133,4,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85042,sad forever,Lauv,3587039,1,1,0.527,0.538,5,-7.434,1,0.104,0.468,0.0,0.0825,0.389,117.319,203507,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
85048,love myself,Hailee Steinfeld,6237932,1,6,0.619,0.762,0,-6.738,0,0.0692,0.00304,0.0,0.122,0.324,122.916,218747,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
85055,solo,Future,9442830,16,17,0.784,0.486,5,-6.497,0,0.0475,0.0538,0.497,0.101,0.0894,110.964,265996,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85057,wagon wheel,Darius Rucker,1722296,3,12,0.537,0.66,9,-7.174,1,0.0296,0.455,0.0,0.135,0.574,148.096,298373,4,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85060,flux capacitor,Jay Electronica,175741,7,10,0.518,0.871,8,-9.109,1,0.362,0.0218,0.0,0.364,0.847,91.653,206506,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85061,dont lose me,Offset,1770484,9,16,0.884,0.485,10,-7.146,0,0.0793,0.67,0.00063,0.325,0.149,125.006,200486,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85063,mercy,Brett Young,627525,12,12,0.638,0.367,4,-7.906,1,0.0266,0.84,0.0,0.0999,0.219,71.957,217120,4,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85064,one night,Lil Yachty,6648019,9,13,0.764,0.475,0,-12.618,1,0.114,0.345,0.0,0.14,0.34,129.974,243270,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85065,do what i want,Lil Uzi Vert,10065137,1,10,0.681,0.701,9,-6.336,1,0.0767,0.106,0.0,0.208,0.398,139.952,175203,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
85066,drew barrymore,SZA,3840363,4,14,0.578,0.523,0,-5.538,0,0.0429,0.493,0.0,0.147,0.29,134.931,231400,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
85067,starting over,Chris Stapleton,2701859,1,1,0.638,0.538,10,-8.445,1,0.0315,0.452,0.000415,0.0695,0.318,89.124,240413,4,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
85069,gave your love away,Majid Jordan,541854,2,13,0.826,0.47,5,-5.487,0,0.0343,0.025,0.00337,0.1,0.541,100.989,285160,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
85071,10k hours,Jhené Aiko - Nas,3809217,14,20,0.663,0.41,6,-9.589,0,0.367,0.885,0.000667,0.137,0.324,89.113,257987,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
85072,plug walk  - remix,Rich The Kid - Gucci Mane - YG - 2 Chainz,2367135,1,1,0.923,0.587,11,-6.401,1,0.262,0.15,0.0,0.118,0.27,94.978,276659,4,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85073,broken promises,Tory Lanez,3310268,7,18,0.523,0.562,0,-7.198,0,0.152,0.0101,0.0,0.46,0.259,136.92,146398,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85076,"o come, all ye faithful",Pentatonix,2788975,1,11,0.717,0.604,7,-5.7,1,0.0594,0.132,0.0,0.0632,0.826,111.008,215933,4,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85079,so stressed,Trippie Redd - Yung LB,5502398,5,26,0.652,0.566,6,-6.73,0,0.0862,0.174,0.0,0.109,0.374,133.941,204851,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
85080,may i have this dance,Francis and the Lights - Chance the Rapper,131229,1,1,0.784,0.435,8,-9.197,1,0.0647,0.464,5.27e-06,0.0913,0.865,90.033,195356,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
85083,stand by me,Otis Redding,1629026,3,12,0.883,0.464,10,-11.251,1,0.0591,0.279,1.51e-05,0.0744,0.925,111.548,172333,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
85091,dear today,Luke Combs,3747160,11,17,0.492,0.212,1,-10.662,1,0.036,0.603,1.38e-06,0.109,0.372,153.015,219733,4,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85093,better together,Jack Johnson,2982130,1,15,0.871,0.346,5,-9.481,1,0.0522,0.298,9.24e-06,0.108,0.659,110.054,207680,4,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85100,through da storm,Polo G,2382140,3,14,0.71,0.49,1,-9.832,1,0.246,0.128,0.0,0.0942,0.621,74.351,195587,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
85101,tu sabes que te quiero,Chucho Flash - Arcangel,24845,1,1,0.532,0.793,5,-4.3,0,0.159,0.232,0.0,0.329,0.641,81.99,217773,4,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85102,rendezvous,PARTYNEXTDOOR,2621172,4,4,0.776,0.374,10,-7.323,1,0.0478,0.00507,2.43e-06,0.11,0.388,93.999,211915,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
85104,blood on my denim,A Boogie Wit da Hoodie,5184928,12,20,0.842,0.52,7,-6.51,1,0.122,0.386,0.0,0.115,0.482,109.008,196619,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
85106,get the bag,A$AP Mob - A$AP Rocky - A$AP Ferg - A$AP ANT - A$AP NAST - A$AP TyY - Playboi Carti - Smooky MarGielaa,1587708,8,17,0.695,0.502,8,-5.389,1,0.279,0.0678,0.0,0.11,0.447,173.916,256560,3,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85107,big fish,Chance the Rapper - Gucci Mane,5045736,12,22,0.822,0.598,4,-6.804,0,0.37,0.319,0.0,0.109,0.595,176.046,186784,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
85109,dangerous,Meek Mill - Jeremih - PnB Rock,4533789,2,4,0.763,0.441,0,-8.211,1,0.256,0.0581,0.0,0.0458,0.538,86.093,234589,4,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85111,all in,YoungBoy Never Broke Again,5749977,10,21,0.511,0.654,8,-6.133,1,0.314,0.053,0.0,0.316,0.279,154.868,156663,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
85112,the principal,Melanie Martinez,8379843,3,13,0.664,0.724,10,-5.005,1,0.04,0.441,0.0,0.174,0.641,98.02,176844,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
85113,who needs love,Trippie Redd,5502398,1,1,0.85,0.516,0,-7.664,0,0.0714,0.763,0.0,0.0896,0.874,108.963,158532,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
85114,dreams and nightmares,Meek Mill,4533789,1,16,0.631,0.774,11,-2.459,1,0.3,0.468,0.0,0.281,0.44,79.745,230693,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85116,calm down,A Boogie Wit da Hoodie - Summer Walker,5184928,9,20,0.579,0.612,9,-4.685,1,0.111,0.221,0.0,0.108,0.425,133.366,183703,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
85118,got me,Dreamville - Ari Lennox - Omen - Ty Dolla $ign - Dreezy,301682,15,18,0.664,0.61,7,-6.432,0,0.339,0.145,0.0,0.097,0.472,76.024,284040,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85120,good things fall apart,ILLENIUM - Jon Bellion,969775,3,17,0.643,0.603,2,-5.416,1,0.0311,0.012,0.0,0.118,0.42,144.01,216668,4,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85122,tussin,NAV - Young Thug,2237000,8,16,0.662,0.503,0,-6.701,0,0.359,0.439,0.0,0.102,0.315,162.918,179519,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85124,into the great wide open,Tom Petty and the Heartbreakers,1575881,3,12,0.608,0.583,4,-9.727,0,0.0235,0.188,0.0,0.129,0.714,82.227,223333,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
85126,riding shotgun,Kygo - Oliver Nelson - Bonnie McKee,6858400,3,8,0.817,0.854,6,-4.744,0,0.117,0.117,1.07e-05,0.0413,0.622,102.0,198280,4,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85128,riri,Aminé,1435088,9,14,0.809,0.623,10,-6.152,0,0.0337,0.0455,1.67e-06,0.321,0.535,121.989,181975,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85129,ginger,BROCKHAMPTON,1614536,9,12,0.748,0.715,2,-5.137,1,0.0451,0.249,0.0369,0.164,0.226,130.087,234173,4,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85132,tu olor,Ozuna,25013980,6,20,0.882,0.802,11,-4.298,0,0.048,0.194,1.62e-06,0.0737,0.67,97.019,193893,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
85139,end this,Hailee Steinfeld,6237932,3,5,0.621,0.427,11,-9.733,0,0.333,0.323,8.35e-06,0.135,0.408,192.183,183218,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
85143,i was jack,Jake Owen,1470904,1,3,0.612,0.878,6,-3.556,1,0.0452,0.0875,0.0,0.0505,0.599,94.014,188013,4,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85145,loophole,BROCKHAMPTON,1614536,8,15,0.438,0.646,6,-8.417,0,0.238,0.881,0.0,0.706,0.961,124.045,53080,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85146,banded up,Ronny J - XXXTENTACION,287405,1,1,0.698,0.731,7,-3.46,1,0.15,0.0521,0.0,0.122,0.312,157.035,239814,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
85147,wins & losses,Meek Mill,4533789,1,17,0.683,0.854,2,-3.915,1,0.196,0.0948,0.0,0.267,0.131,92.006,189057,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85148,hurt me,Juice WRLD,13266070,12,17,0.62,0.451,6,-7.623,1,0.17,0.128,0.0,0.373,0.294,156.906,122285,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
85149,love galore,SZA - Travis Scott,3840363,1,1,0.795,0.594,0,-6.2,1,0.0747,0.111,0.0,0.162,0.409,135.002,275080,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
85150,ooh yea,Fabolous - Ty Dolla $ign,1684159,1,1,0.77,0.607,10,-6.102,0,0.372,0.659,0.0,0.159,0.747,150.006,208027,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
85151,cat piss,Ski Mask The Slump God - Lil Yachty,3655109,13,13,0.862,0.521,8,-10.355,1,0.447,0.0466,5e-05,0.119,0.373,154.983,167040,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85153,fun girl,Summer Walker,1739825,7,18,0.452,0.359,2,-5.943,1,0.0341,0.732,0.0,0.168,0.274,98.695,109907,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
85155,i feel bad,blackbear,3657373,1,1,0.637,0.785,9,-3.382,0,0.0512,0.0201,0.0,0.333,0.923,144.053,175066,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
85156,god rest ye merry gentlemen,Bing Crosby,316402,4,12,0.466,0.213,0,-12.009,0,0.0448,0.984,9.58e-05,0.428,0.693,97.075,137267,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
85158,tiimmy turner,Desiigner,3061710,1,1,0.603,0.725,6,-3.054,1,0.0393,0.174,0.0,0.0786,0.304,122.803,239853,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
85160,in control,YoungBoy Never Broke Again,5749977,15,18,0.643,0.77,5,-4.524,0,0.228,0.13,0.0,0.247,0.863,170.006,181437,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
85161,transgression,Kodak Black,6344939,8,16,0.57,0.639,7,-4.892,0,0.293,0.625,0.0,0.121,0.85,81.465,135441,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
85162,lets start the new year off right,Bing Crosby,316402,12,12,0.341,0.148,10,-14.338,1,0.0352,0.68,0.96,0.244,0.416,128.895,153947,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
85165,amen,Logic,5004777,14,15,0.604,0.789,2,-5.748,0,0.287,0.448,0.0,0.152,0.651,170.339,146771,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85167,startender,A Boogie Wit da Hoodie - Tyga - Offset,5184928,1,1,0.736,0.622,6,-4.653,0,0.133,0.0235,0.0,0.151,0.506,191.971,192779,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
85169,center point road,Thomas Rhett - Kelsea Ballerini,3594445,5,16,0.235,0.66,7,-6.134,1,0.0491,0.0122,0.0,0.159,0.144,64.21,216960,4,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85171,pretty girls,iann dior,811136,2,9,0.732,0.511,6,-6.779,1,0.0541,0.276,0.0,0.0916,0.62,96.946,133608,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
85173,worth it,YK Osiris,954649,15,15,0.749,0.535,5,-4.054,0,0.0638,0.517,0.0,0.0942,0.459,124.008,189253,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
85174,candy,Machine Gun Kelly - Trippie Redd,2691848,11,14,0.744,0.638,5,-4.86,0,0.049,0.00829,0.0,0.182,0.48,98.019,156719,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85177,meet mr. niceguy,$uicideBoy$,2688028,11,14,0.736,0.495,6,-8.642,1,0.0443,0.0087,0.299,0.208,0.678,120.993,146477,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
85179,in your eyes  - remix,The Weeknd - Kenny G,25562055,1,1,0.606,0.786,7,-3.854,0,0.0366,0.00229,9.46e-05,0.0725,0.525,99.969,256551,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
85181,long violent history,Tyler Childers,607230,9,9,0.446,0.365,7,-7.548,1,0.0271,0.791,0.0,0.106,0.268,141.72,190400,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85182,dream girl,Ir Sais,53851,1,1,0.884,0.546,2,-6.279,0,0.117,0.269,8e-06,0.064,0.49,113.236,162895,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85184,eat,NAV - Gunna,2237000,10,12,0.925,0.736,1,-6.263,1,0.132,0.0353,0.000156,0.0966,0.493,147.013,202213,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85186,me & ur ghost,blackbear,3657373,2,12,0.742,0.679,7,-4.594,1,0.0259,0.0488,0.0,0.0754,0.856,100.041,201398,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
85187,x men,Lil Yachty - Evander Griiim,6648019,1,1,0.873,0.546,1,-5.293,1,0.129,0.00337,0.0,0.11,0.0601,140.017,164269,4,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85189,head on,YoungBoy Never Broke Again - Kevin Gates,5749977,2,4,0.897,0.628,1,-4.693,0,0.219,0.0267,4.47e-06,0.119,0.636,147.997,117995,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
85190,im so grateful,DJ Khaled - Sizzla,5270929,1,22,0.355,0.869,6,-6.459,0,0.702,0.456,0.0,0.257,0.314,161.985,298653,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
85193,savage anthem,PARTYNEXTDOOR,2621172,14,15,0.285,0.329,8,-12.212,1,0.0446,0.526,0.0205,0.158,0.148,159.409,376061,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
85197,iced out,Lil Pump - 2 Chainz,7325898,12,15,0.934,0.407,0,-8.058,1,0.345,0.00365,0.0,0.11,0.0793,140.024,192000,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
85200,trap queen,Fetty Wap,3913955,1,20,0.746,0.873,7,-3.803,1,0.128,0.0244,0.0,0.354,0.817,148.075,222093,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
85202,send me on my way,Rusted Root,124525,3,13,0.5,0.704,0,-8.797,1,0.0695,0.125,1.79e-05,0.138,0.722,119.463,263360,4,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85209,id be jealous too,Dustin Lynch,1459108,1,13,0.716,0.718,0,-5.355,1,0.0293,0.0896,0.0,0.473,0.537,100.934,185707,4,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85210,freshman list,NAV,2237000,11,12,0.748,0.587,11,-7.643,1,0.292,0.125,0.0,0.11,0.388,172.024,186800,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85212,first love,Lost Kings - Sabrina Carpenter,270333,1,1,0.619,0.938,5,-5.245,1,0.35,0.0257,1.39e-05,0.128,0.601,94.38,207428,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
85219,life of mr. carter,Lil Wayne,9717614,1,33,0.593,0.828,10,-4.524,0,0.292,0.0429,0.0,0.366,0.704,149.219,220802,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85220,that far,6LACK,2580696,1,1,0.746,0.607,10,-4.71,0,0.187,0.239,1.87e-05,0.0929,0.247,83.828,185866,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
85221,diamonds,YoungBoy Never Broke Again,5749977,2,17,0.651,0.788,8,-4.561,0,0.253,0.115,0.0,0.0878,0.589,93.364,184932,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
85222,lockdown,Anderson .Paak,1615546,1,1,0.928,0.437,1,-7.081,0,0.127,0.144,0.000357,0.147,0.496,100.056,212613,4,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85223,no honorable mention,Trippie Redd - Lil Mosey - Quavo,5502398,15,26,0.718,0.643,8,-6.939,0,0.216,0.0876,0.0,0.124,0.469,156.039,258006,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
85224,twerk,City Girls - Cardi B,991690,4,13,0.788,0.841,4,-4.006,0,0.143,0.122,0.0011,0.166,0.493,190.089,166476,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
85225,chastised,Lil Baby,5372519,12,13,0.778,0.646,7,-4.657,1,0.0345,0.0912,0.0,0.166,0.177,140.04,123429,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85227,banyan tree - interlude,Machine Gun Kelly,2691848,14,15,0.477,0.592,7,-8.693,1,0.0554,0.129,0.0,0.257,0.249,82.387,91143,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85228,house arrest tingz,YoungBoy Never Broke Again,5749977,18,21,0.725,0.583,7,-8.562,1,0.345,0.141,0.0,0.102,0.257,159.989,168281,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
85229,something about him,BROCKHAMPTON,1614536,4,15,0.702,0.64,6,-9.108,1,0.18,0.579,0.0,0.14,0.619,79.924,93547,4,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85235,im a nasty hoe,Ugly God,1843698,3,10,0.8,0.276,4,-15.301,0,0.091,0.375,0.0,0.0699,0.0766,115.019,179908,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
85236,i know,Polo G,2382140,8,16,0.807,0.665,5,-5.249,0,0.276,0.0919,0.0,0.0788,0.557,164.964,176575,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
85238,i choose you,YoungBoy Never Broke Again,5749977,11,17,0.498,0.654,4,-6.022,0,0.164,0.347,0.0,0.258,0.359,83.127,147931,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
85239,scared of love,Juice WRLD,13266070,11,17,0.642,0.562,11,-4.869,0,0.0812,0.032,0.0,0.168,0.177,158.001,170539,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
85241,ville mentality,J. Cole,11968318,4,10,0.87,0.386,7,-7.843,0,0.0684,0.745,0.00013,0.122,0.642,119.91,194347,3,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85243,dunno - recorded at spotify studios nyc,Mac Miller,5013742,1,2,0.523,0.153,1,-12.785,1,0.0689,0.945,0.000944,0.114,0.184,84.659,224347,4,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
